sku;family;categories;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price;vendor
14948355;loudspeakers;loudspeakers,audio_video_sales,ngs;;;;;"Full 22 W peak power and 11 W RMS power 2.1 sound system. Subwoofer wooden case provides enhanced sound quality. It includes volume control. This sober and elegant equipment fits perfectly any environment; you will enjoy your favourite music.";"Tornado 2.1, 50-20000Hz, RMS 11W, USB, black";;;"NGS Tornado 2.1";2012-08-10;;"235.92 USD";ngs
14962863;loudspeakers;loudspeakers,audio_video_sales,gear4;;;;;"<b>2.1 stereo speaker for any Bluetooth-enabled device</b>\n\nXorb Wireless is GEAR4’s latest 2.1 stereo speaker packed with 30-watts of power and the latest in Bluetooth wireless technology. With two neodymium drivers and one sub-woofer, the Xorb Wireless delivers stunning stereo audio to fill the biggest sized rooms from the device in your hand. You can stream audio from any Smartphone or Tablet with Bluetooth, with simple connectivity, and continue surfing the web or posting on Facebook.\n\nThe Xorb Wireless looks fitting in any modern home with its beautiful hemispherical design, stylish finish and elegant rounded grill. Its compact design also makes it suitable for any bookshelf, coffee table or entertainment stand. With 2.1A USB charging for any Smartphone or Tablet, bass control and a line-in port for any music player, playing music from a Xorb Wireless provides a high quality music experience, wirelessly and with style.\n\nFor full features and setup instructions, please view our Help & How-to Video in the gallery to the right.\n\nThe Xorb Wireless is covered by GEAR4's no-quibble, 2 year extended warranty exclusively when purchased on gear4.com. Please retain your purchase confirmation email in the event you need to make a warranty claim in future.";"30W, 1350g, black";;;"GEAR4 Xorb Wireless";2012-08-11;;"921.56 EUR,631.06 USD";gear4
14962869;loudspeakers;loudspeakers,audio_video_sales,gear4;;;;;"- Link multiple speakers via 3.5mm cable\n- iPod, iPhone, iPad compatible\n- Android Compatible\n- Expandable bass port\n- Up to 8Hrs playback";"3.5mm jack, USB, 95g, Red";;;"GEAR4 Classic Red Bird";2012-08-11;;"881.82 USD";gear4
14962870;loudspeakers;loudspeakers,audio_video_sales,gear4;;;;;"- Link multiple speakers via 3.5mm cable\n- iPod, iPhone, iPad compatible\n- Android Compatible\n- Expandable bass port\n- Up to 8Hrs playback";"3.5mm jack, USB, 95g, Black";;;"GEAR4 Classic Black Bird";2012-08-11;;"476.99 EUR,362.17 USD";gear4
14962871;loudspeakers;loudspeakers,audio_video_sales,gear4;;;;;"- Link multiple speakers via 3.5mm cable\n- iPod, iPhone, iPad compatible\n- Android Compatible\n- Expandable bass port\n- Up to 8Hrs playback";"3.5mm jack, USB, 88g, Blue";;;"GEAR4 Classic Blue Bird";2012-08-11;;"405.03 EUR,389.44 USD";gear4
1497117;loudspeakers;loudspeakers,audio_video_sales,nec;;;;;"Stylishly designed to be in line with the display and only requiring a few clips for installation or removal.";"Speakers for MultiSync® LCD6520";"Dem edlen Design der Displays angepasst und mit wenigen Handgriffen montiert bzw. demontiert.";"Abnehmbare 2-Wege-Lautsprecher jeweils 7W";"NEC 100012181 loudspeaker";2008-03-20;;"608.28 EUR,249.7 USD";nec
1507278;loudspeakers;loudspeakers,audio_video_sales,sony;;;;;"Sony MAS-100. Magnet type: neodymium. Type: Portable speakers, Dimensions (WxDxH): 84 x 44 x 154, Audio output channels: 1.0";"Sony MAS-100, neodymium, Portable speakers, 84 x 44 x 154, 1.0";"Mit dem MAS-100 können Sie Ihr Handy sicher transportieren und aufbewahren und gleichzeitig Musik damit hören. Nehmen Sie ihn immer mit und lassen Sie andere an Ihrer Musik teilhaben.\n\n<b>Musik hören an jedem Ort</b>\nVerbinden Sie Ihr Handy mit dem MAS-100 und hören Sie Musik über den Lautsprecher. Passend für alle Sony Ericsson Musik-Handys.\n\n<b>Schmutz- und spritzwassergeschützt</b>\nIdeal für all jene, die gerne draußen arbeiten, spielen oder entspannen. Und für Musikliebhaber. Im sportlichen Design und leicht an der Tasche oder am Fahrrad zu befestigen.";"MAS-100, Active Yellow, Lautsprecher/Handy-Etuis";"Sony MAS-100";2008-03-20;;"270.93 EUR,540.42 USD";sony
1528560;loudspeakers;loudspeakers,audio_video_sales,value;;;;;"Value Portable Loudspeaker. RMS rated power: 3.2. Connector(s): 3.5mm, Cord length: 0.5. Dimensions (WxDxH): 218 x 36 x 82, Audio output channels: 2.0";"Value Portable Loudspeaker, 3.2, 3.5mm, 0.5, 218 x 36 x 82, 2.0";"    * Tragbare Aktiv-Lautsprecher mit eingebautem Verstärker.\n    * Kann zum Transport zusammengeklappt werden.\n    * Fest angeschlossenes Audio-Kabel (50cm).\n    * Anschluss an PC/Notebook über 3,5mm Stecker.";"VALUE Tragbare Falt-Lautsprecher";"Value Portable Loudspeaker";2008-03-20;;"86.19 EUR,589.81 USD";value
15406667;loudspeakers;loudspeakers,audio_video_sales,trust;;;"Batterie rechargeable avec 5 heures de diffusion. Chargez-la avec votre chargeur de téléphone ou via USB (câble inclus). Connectez une deuxième enceinte pour un son stéréo. Commande de volume et bouton de marche/arrêt. Rangement du câble dans le corps. ";"Enceinte de petite taille pour smartphone, de conception évolutive, pour une puissance accrue des basses";"Rechargeable battery with 5 hours playtime. Charge with your phone charger or USB (cable included). Connect second speaker for double sound. Volume control and power button. Cable storable in housing. ";"Small smartphone speaker with expandable design for enhanced bass";"Aufladbare Batterie mit 5 Stunden Laufzeit. Aufladen vom Telefonladegerät oder über USB (Kabel inbegriffen). Anschluss eines zweiten Lautsprechers als zweite Schallquelle. Lautstärkeregler und Ein/Aus-Taste. Kabel wird im Gehäuse verstaut. ";"Kleiner Smartphone-Lautsprecher mit vergrößerbarem Design für verbesserte Basswiedergabe";"Trust iZZi";2012-08-21;;"516.85 EUR,304.87 USD";trust
15422370;loudspeakers;loudspeakers,audio_video_sales,philips;;;"Ces enceintes sont idéales pour la musique, la voix et les bandes son ! Il vous suffit de les connecter à votre ordinateur portable pour que votre musique prenne vie. Profitez d'une expérience audio exceptionnelle ! La gestion des câbles vous permet d'avoir un bureau toujours bien rangé.";"Son exceptionnel";"We're great for music, voice and soundtrack! Just connect us to your notebook and we'll\nbring your music and sounds to life for a great listening experience. Handy cable\nmanagement means you can have a tidy desk surface too!\n\n<b>Listen with pleasure</b>\n- Rich bass.\n\n<b>Really easy</b>\n- Hassle-free, space saving with 2.0 Channel Stereo;\n- USB plug for power;\n- Audio-in for easy portable music playback.\n\n<b>We can play with any media</b>\n- Enjoy music, games, movies and online videos.";"SPA20 - 20-20000Hz, 10 Ohms, 3W, 75dB, USB, 3.5mm, 601g, Black";"Wir sind perfekt für die Wiedergabe von Musik, Stimmen und Soundtracks! Schließen Sie uns einfach an Ihr Notebook an, und wir erwecken Ihre Musik und Sounds zum Leben! Mit der praktischen Kabelaufwicklung sorgen wir außerdem für Ordnung auf Ihrem Schreibtisch!";"SPA20 - 20-20000Hz, 10 Ohms, 3W, 75dB, USB, 3.5mm, 601g, Schwarz";"Philips SPA20";2012-08-28;;"991.29 EUR";philips
15531093;loudspeakers;loudspeakers,audio_video_sales,conceptronic;;;;;"The Portable Bluetooth Travel Stereo Speaker is a Bluetooth multimedia speaker which can be connected wirelessly to a Bluetooth mobile phone, PDA, laptop or PC . Suitable for low power USB devices. Thanks to the small and compact design, this Portable Bluetooth Travel Stereo Speaker is the ideal travel solution!\n\n- Stereo speaker system\n- Support Bluetooth\n- USB Powered";"90 - 20000Hz, 3W, 4Ω, 153g, Black/Blue";;;"Conceptronic CLLSPK20BT";2012-09-10;;"829.53 EUR,344.06 USD";conceptronic
15554975;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"Enjoy rich, full sound, edgy design, and convenient controls. The Logitech® S-120™ speaker system is the perfect audio companion to your PC or notebook.\n\n<b>Features:</b>\n- 2.0 stereo speaker system\n- New design with metal grille (all-matte finish)\n- Satellite base designed for greater stability on the desktop\n- Integrated power and volume control\n- 3.5mm headphone jack included\n- Improved acoustics with 2.3 watts RMS output";"S120 Speaker System, 12pk";;"Lautsprecher OEM/S-120 Speakers / 2.0 / 2,3 Watt RMS / schwarz / 12pk";"Logitech S120";2012-09-13;;"987.16 EUR,560.69 USD";logitech
15652352;loudspeakers;loudspeakers,audio_video_sales,hp;;;;;;"HP Pulse Subwoofer";;;"HP Pulse Subwoofer";2012-09-29;;"69.45 EUR";hp
15652454;loudspeakers;loudspeakers,audio_video_sales,hp;;;;;;"HP S3000 Stereo Speakers";;;"HP S3000 Stereo Speakers";2012-09-29;;"581.35 USD";hp
15653812;loudspeakers;loudspeakers,audio_video_sales,hp;;;;;"HP S3000. Recommended usage: universal, Speaker placement: Tabletop/bookshelf. Frequency range: 20 - 20000. Connectivity technology: Wired, Speaker interface type: USB";"HP S3000, universal, Tabletop/bookshelf, 20 - 20000, Wired, USB";;;"HP S3000";2012-09-29;;"774.45 EUR,559.31 USD";hp
15655011;loudspeakers;loudspeakers,audio_video_sales,hp;;;;;;"Multimedia 2.0 Speakers";;;"HP BR368AA loudspeaker";2012-09-29;;"823.35 EUR,606.17 USD";hp
15655931;loudspeakers;loudspeakers,audio_video_sales,ion;;;;;"Blast your music whenever and wherever you want: Block Rocker Bluetooth is a powerful and flexible all-in-one sound system for iOS devices, MP3 players, microphones and instruments.\n\nKeep the music cranked: Block Rocker Bluetooth's wireless capability means you can keep your iPad, iPhone, or other Bluetooth-enabled device right by your side as you blast your music. You can even listen to your favorite radio station or to the big game — just dial it in on Block Rocker Bluetooth’s built-in AM/FM radio. You can also plug in and crank up instruments, microphones and more. A high-quality microphone is included.\n\nBlock Rocker Bluetooth has a built-in battery with a charge indicator and will provide up to 50 hours of cordless sound. A power cord is also included for nonstop music. For ultimate portability, Block Rocker Bluetooth has rugged wheels and a telescoping handle.\n\nRock the block, wirelessly, with Block Rocker Bluetooth from ION Audio.\n\n- Streams music wirelessly from any Bluetooth music-playing device or phone\n- Works with iPad, iPhone, iPod touch, Android devices, and more\n- Powerful sound, perfect for parties, BBQs, drive-in movies and more\n- Input for a microphone, instruments and other audio sources\n- High-quality microphone included\n- Built-in digital AM/FM radio and retractable antenna\n- USB port for charging iPad, iPhone, or other devices\n- Built-in battery provides up to 50 hours of use\n- Bluetooth range of up to 50 feet\n- High-output powered 2-way speaker\n- 1/8-inch auxiliary input for amplifying other audio devices\n- Recessed wheels and telescoping handle for portability\n- Rugged design to withstand heavy use\n- Perfect for use anywhere, indoors or outside\n- Projects high-fidelity sound up to 150 feet away\n- Built-in cradle for your smartphone, iPad, or other device";"Block Rocker Bluetooth - Bluetooth, 50 h, AM/FM, Black";;;"ION Block Rocker";2012-09-30;;"824.17 EUR,900.79 USD";ion
15702997;loudspeakers;loudspeakers,audio_video_sales,philips;;;"L'enceinte sans fil Philips Fidelio offre des performances exceptionnelles et vous accompagne partout. Elle produit un son puissant, clair et dynamique, dont vous pouvez profiter aussi bien chez vous que lors de vos déplacements. Le streaming de musique sans fil via Bluetooth vous procure un plaisir musical en toute simplicité.";"Le son haute fidélité devient mobile L'obsession du son";"The Philips Fidelio wireless speaker is high performance and portable. It gives great, clear, dynamic sound and is perfect to use at home or on the go. With wireless music streaming via Bluetooth, it gives you fuss-free musical enjoyment.";"High-fidelity sound made portable Obsessed with sound";"Der kabellose Philips Fidelio Lautsprecher ist leistungsstark und tragbar. Er bietet großartigen klaren und dynamischen Sound und eignet sich perfekt für die Verwendung zu Hause oder unterwegs. Mit kabelloser Musikübertragung über Bluetooth ermöglicht er Ihnen ein komfortables Musikerlebnis.\n\nUnvergleichliche Soundqualität\n- Soft-Kalotten-Hochtöner für breiten und natürlichen Sound\n- Woofer- und wOOx-Technologie für stabile, erstaunlich tiefe Bässe\n- Optimierter Crossover-Filter für eine sehr natürliche klangliche Ausgewogenheit\n- Leistungsstarker Verstärker für große Lautstärken und eine herausragende Dynamik\n\nOptimal für die Verwendung unterwegs\n- Premium-Design in natürlichem Holz, Aluminium mit Lederabdeckung\n- Integrierter wiederaufladbarer Lithium-Ionen-Akku für Musikgenuss – jederzeit und überall\n- Integrierte Lederabdeckung zum Schutz unterwegs\n\nNoch vielseitiger\n- Kabelloses Musik-Streaming über Bluetooth\n- USB-Anschluss zum Aufladen von mobilen Geräten\n- Beim Berühren des Lautsprechers wird der Batteriestand automatisch angezeigt\n- Idealer Klangwinkel durch integrierte Abdeckung\n- Audio-Eingang für einfaches Anschließen an nahezu jedes elektronische Gerät";"P9BLK - 20W, Bluetooth A2DP, 10m, Li-Io, USB, 3.5mm";"Philips P9BLK";2012-10-09;;;philips
15703061;loudspeakers;loudspeakers,audio_video_sales,philips;;;"Avec une sortie de 10 W et une reproduction dynamique des basses, ces enceintes sont parfaites pour écouter de la musique, jouer, regarder des films ou des vidéos en ligne, sur Mac ou PC.";"Son exceptionnel";"Philips SPA1330. Recommended usage: universal, Speaker placement: Tabletop/bookshelf, Amplifier: Built-in. Frequency range: 20 - 20000. Connectivity technology: Wired, Speaker interface type: 3.5 mm, Cord length: 1.3. Subwoofer frequency range: 65 - 250, Satellite speaker frequency range: 160 - 18000";"Philips SPA1330, universal, Tabletop/bookshelf, Built-in, 20 - 20000, Wired, 3.5 mm";"Dank 10 W Soundausgabe und dynamischer Bassreproduktion eignen sich diese Lautsprecher perfekt für die Wiedergabe von Musik, Spielen, Filmen und Internetvideos auf PCs und MACs.";"Hervorragender Sound";"Philips SPA1330";2012-10-09;;"885.19 EUR,194.21 USD";philips
15704054;loudspeakers;loudspeakers,audio_video_sales,hp;;;;;"HP Baphomet 2110. Recommended usage: universal, Speaker placement: Floor, Tabletop/bookshelf";"HP Baphomet 2110, universal, Floor, Tabletop/bookshelf";;;"HP Baphomet 2110";2012-10-10;;"334.63 EUR,913.24 USD";hp
15705193;loudspeakers;loudspeakers,audio_video_sales,samsung;;;"<b>Le premier système Hi-fi avec double dock</b>\nLe DA-E650 est le premier système Hi-Fi avec double dock. Sa forme unique allie design et qualité sonore. La technologie Bluetooth 3.0 dotée du codec apt-X permet le transfert de musique plus rapide sans perdre la qualité sonore d’origine. Vous pourrez ainsi écouter votre musique sans fil en qualité CD.\n\n<b>Principales caractéristiques:</b>\n- Double dock dépliable\n- Bluetooth 3.0 pour une compatibilité complète\n- Un son plus puissant avec le caisson de basse intégré\n- Entrée USB + Auxiliaire\n- Alliez design et performance sonore\n- Le premier système Hi-fi avec double dock\n- Profitez d’un transfert rapide de vos musiques sans perdre en qualité sonore\n- Un son plus puissant avec le caisson de basse intégré\n- Ecoutez de la musique directement à partir de sources USB\n- Découvrez un son de haute qualité grâce à ses haut-parleurs en fibre de verre\n- Télécharger l’application «Wireless Audio with dock Apps»\n- Améliorez votre expérience télévisée avec ce système Hi-fi sans fil";"Double Dock, 2.1, 40W, Bluetooth 3.0, USB + AUX";"<b>Elegance and enhanced audio in harmony</b>\nDiscover a home audio solution that looks as great as it sounds. The Samsung DA-E650 Audio Dock boasts a stylish horn-shaped design and allows you to dock two devices at the same time - whether they’re Samsung mobile devices or others. And, with Bluetooth 3.0 and the advanced apt-X codec, you can enjoy it all with high sound-quality and fast data-streaming.\n\n<b>Key features:</b>\n- Enjoy superior audio thanks to stylish horn design\n- Get a streamlined and tidier look with hidden dock\n- Play music wirelessly using Bluetooth connectivity\n- Connect Samsung devices as well as Apple products\n- Match amazing sounds with stunning looks\n- The world’s first dual docking audio system\n- Enjoy fast and high-quality music\n- Built-in subwoofer bass brings music to life\n- Play music directly from USB sources\n- Experience high-quality sound with premium speakers\n- Make the most of Samsung Audio Dock app features";"Double Dock, 2.1, 40W, Bluetooth 3.0, USB + AUX";;;"Samsung DA-E650";2012-10-10;;"201.69 EUR,845.69 USD";samsung
15707222;loudspeakers;loudspeakers,audio_video_sales,ion_audio;;;;;"Blast your music whenever and wherever you want: Block Rocker Bluetooth is a powerful and flexible all-in-one sound system for iOS devices, MP3 players, microphones and instruments.\n\nKeep the music cranked: Block Rocker Bluetooth's wireless capability means you can keep your iPad, iPhone, or other Bluetooth-enabled device right by your side as you blast your music. You can even listen to your favorite radio station or to the big game — just dial it in on Block Rocker Bluetooth’s built-in AM/FM radio. You can also plug in and crank up instruments, microphones and more. A high-quality microphone is included.\n\nBlock Rocker Bluetooth has a built-in battery with a charge indicator and will provide up to 50 hours of cordless sound. A power cord is also included for nonstop music. For ultimate portability, Block Rocker Bluetooth has rugged wheels and a telescoping handle.\n\nRock the block, wirelessly, with Block Rocker Bluetooth from ION Audio.\n\n- Streams music wirelessly from any Bluetooth music-playing device or phone\n- Works with iPad, iPhone, iPod touch, Android devices, and more\n- Powerful sound, perfect for parties, BBQs, drive-in movies and more\n- Input for a microphone, instruments and other audio sources\n- High-quality microphone included\n- Built-in digital AM/FM radio and retractable antenna\n- USB port for charging iPad, iPhone, or other devices\n- Built-in battery provides up to 50 hours of use\n- Bluetooth range of up to 50 feet\n- High-output powered 2-way speaker\n- 1/8-inch auxiliary input for amplifying other audio devices\n- Recessed wheels and telescoping handle for portability\n- Rugged design to withstand heavy use\n- Perfect for use anywhere, indoors or outside\n- Projects high-fidelity sound up to 150 feet away\n- Built-in cradle for your smartphone, iPad, or other device";"Block Rocker Bluetooth - Bluetooth, 50 h, AM/FM, White";;;"ION Audio Block Rocker";2012-10-11;;"447 EUR,794.89 USD";ion_audio
15720546;loudspeakers;loudspeakers,audio_video_sales,tdk;;;"<b>Son unique. Conception de référence.</b>\n\nEn faisant revivre une culture musicale emblématique, la Enceintes sans fil TDK Life on Record, qui dispose de la technologie sans fil Bluetooth, allie un son dynamique avec des composants de haute qualité pour permettre une expérience d'écoute musicale inégalée et d'avant-garde. Comme ses prédécesseurs, cette boombox est conçue pour pouvoir être transportée et admirée. Mais à l'inverse des précédentes, cette version emblématique et actualisée s'attache autant au style et à la mobilité qu'à la modernité et à l'aspect pratique. Cette boombox ne se contente pas de jouer de la musique ; elle vous fait gagner du temps grâce à son port de charge USB qui alimente votre appareil pendant que vous écoutez de la musique. L'égalisation réglable des aigus et des basses vous permet de personnaliser le son, et l'entrée auxiliaire de 3,5 mm vous permet de connecter pratiquement n'importe quel appareil. Pour ceux qui veulent obtenir ce qu'il y a de mieux en associant le caractère pratique du sans fil et une performance sonore maximale, la Enceintes sans fil TDK Life on Record est le seul choix possible.\n\n- Le son unique TDK permet une écoute dynamique et équilibrée sur tout le spectre sonore\n- Une lecture audio sans fil de haute qualité, quasiment sans dégradation du signal\n- Pile rechargeable permettant jusqu'à 6 heures d'écoute mobile\n- Une égalisation réglable des basses et des aigus pour une performance sonore optimale\n- Radio FM intégrée avec antenne interne et présélection programmable de stations";"A73, 2.1, Bluetooth v2.1, FM Radio, AUX";"<b>Signature sound. Iconic design.</b>\n\nBringing the original music culture icon back to life, the TDK Life on Record Wireless Boombox featuring Bluetooth® wireless technology combines dynamic sound and premium components to provide the ultimate modern listening experience. Like its predecessors, this boombox is made to move and to be seen. But unlike its forefathers, this updated icon is as much about style and portability as it is about modernity and convenience. This boombox doesn’t just play music – it works for you – with a USB charging port to power your device while you listen to music. Adjustable treble and bass equalization allows you to customize the sound, and the 3.5mm auxiliary input lets you to connect almost any device. For those who want the ultimate in wireless convenience paired with the best sonic experience, the TDK Life on Record Wireless Boombox is the only choice.\n\n- TDK Signature Sound delivers full range, dynamic, balanced audio\n- High quality, near lossless wireless audio streaming\n- Rechargeable battery for up to 6 hours of portable playback\n- Adjustable bass and treble equalization for optimal sound performance\n- Built-in FM radio with internal antenna and programmable station presets";"A73, 2.1, Bluetooth v2.1, FM Radio, AUX";"<b>Einzigartiger Sound. Ikonisches Design.</b>\n\nDie TDK Life on Record Wireless Boombox holt mit ihrem an einen Ghettoblaster angelehnten Design eine Ikone der Musikkultur ins 21. Jahrhundert. Mit Bluetooth®-Technologie, hochwertiger Verarbeitung und dynamischem Klang sorgt sie auch für heutige Maßstäbe für ein einmaliges Hörerlebnis. Wie auch ihre Urväter ist sie dafür bestimmt, mitgenommen und gesehen zu werden. Doch die neu aufgelegte Ikone ist nicht nur stylish und tragbar, sondern auf dem Stand der Technik und damit ungemein praktisch. Denn die Wireless Boombox spielt nicht nur Musik ab: Über den integrierten USB-Ladeanschluss versorgt sie gleichzeitig Ihr Audiogerät mit Strom. Mit dem Bass- und Höhen-Equalizer können Sie den Klang ganz nach Ihren Wünschen einstellen, und über den 3,5-mm-AUX-Eingang findet so gut wie jedes Gerät Anschluss. Wenn Sie Wert auf maximalen drahtlosen Komfort und optimalen Klang legen, führt an der TDK Life on Record Wireless Boombox kein Weg vorbei.\n\n- Kraftvoller, dynamischer und ausgewogener Klang\n- Nahezu verlustfreies drahtloses Audio-Streaming in hoher Qualität\n- Integrierter Akku für bis zu 6 Stunden Musikwiedergabe\n- Bass- und Höhen-Equalizer für optimalen Klang\n- Integriertes FM-Radio mit interner Antenne und Senderspeicher";"A73, 2.1, Bluetooth v2.1, FM Radio, AUX";"TDK A73";2012-10-12;;"48.41 EUR,311.28 USD";tdk
15720547;loudspeakers;loudspeakers,audio_video_sales,tdk;;;"<b>Un son unique à 360°</b>\n\nLe TDK Life on Record Cube de son sans fil combine un design innovant et une technologie sans fil d'avant-garde Bluetooth® qui permet de goûter à une expérience musicale mobile et raffinée. Alliant beauté saisissante et son impressionnant à 360°, une exclusivité TDK, le Cube de son sans fil sans fil apporte également ce qu'il y a de mieux en matière de flexibilité technologique. Qu'il soit situé dans un angle ou au centre de la pièce, le Cube de son sans fil donne toute latitude pour choisir la direction du son permettant la meilleure écoute possible. Des basses et des aigus réglables permettent à chacun de contrôler sa musique, et les ports de charge USB vous permettent d'alimenter votre appareil pendant que vous écoutez. Que vous l'emmeniez avec vous ou que vous le gardiez à la maison, le Cube de son sans fil vous fait profiter des technologies les plus récentes avec un son de haute qualité.\n\n- Une conception exclusive pour fournir un son unique TDK à 360° qui remplit toute la pièce\n- Une lecture audio sans fil de haute qualité, quasiment sans dégradation du signal\n- Où que vous placiez le Sound Cube sans fil, vous pouvez basculer d'un son omnidirectionnel à un son directionnel pour optimiser la qualité d'écoute\n- Une égalisation réglable des basses et des aigus pour une performance sonore idéale";"V513, 2.1, Bluetooth v2.1, AUX";"<b>360 Degrees of Signature Sound</b>\n\nThe TDK Life on Record Wireless Sound Cube combines innovative design and cutting edge Bluetooth® wireless technology to deliver a stylish and portable music experience. As visually arresting as it is sonically impressive, delivering 360 degrees of TDK Signature Sound, the Wireless Sound Cube also brings the ultimate in technological flexibility. Whether it’s in the corner or the middle of the room, the Wireless Sound Cube provides the flexibility to select sound direction for the best audio possible. Adjustable bass and treble provide custom control of your music and the USB charging port lets you power your device while you listen. Whether you take the party with you or have it at home, the Wireless Sound Cube gives you the latest in technology with superior sound.\n\n- Unique design delivers 360° of room-filling TDK Signature Sound\n- High quality, near lossless wireless audio streaming\n- Switches from omni-directional to directional sound mode to optimize sound quality no matter where you place the Wireless Sound Cube\n- Adjustable bass and treble equalization for ideal sound performance";"V513, 2.1, Bluetooth v2.1, AUX";"<b>Eindrucksvoller Rundumklang</b>\n\nDer TDK Life on Record Wireless Sound Cube verbindet innovatives Design mit moderner Bluetooth®-Technologie für ein Musikerlebnis, das Sie überall mit hinnehmen können. Der optisch ansprechende Sound Cube verfügt über einzigartige technologische Flexibilität und sorgt für einen eindrucksvollen Klang in alle Richtungen, den nur TDK bietet. Ob in der Ecke oder in der Mitte eines Raums: Mit dem Wireless Sound Cube lässt sich stets die ideale Schallrichtung für einen optimalen Klang wählen. Durch Bass- und Höhenregler können Sie Ihren Musikgenuss individuell abstimmen, während Sie Ihr Audiogerät über den integrierten USB-Ladeanschluss mit Strom versorgen. Der Drahtloser Soundwürfel garantiert dank modernster Technologie herausragenden Klang für eine gelungene Party – egal ob unterwegs oder zu Hause.\n\n- Einzigartiges Design für eindrucksvollen, raumfüllenden Rundumklang\n- Nahezu verlustfreies drahtloses Audio-Streaming in hoher Qualität\n- Wechsel zwischen Rundum- und Richtklangmodus zur Optimierung der Klangqualität unabhängig vom Aufstellungsort\n- Bass- und Höhen-Equalizer für perfekten Klang";"V513, 2.1, Bluetooth v2.1, AUX";"TDK V513";2012-10-12;;"90.29 EUR,841.09 USD";tdk
15938555;loudspeakers;loudspeakers,audio_video_sales,salora;;;;;"Salora BTS1400. Recommended usage: other, Speaker placement: Tabletop/bookshelf, Speaker enclosure: Closed. Connectivity technology: Wireless, Speaker interface type: USB/Bluetooth, Headphone connectivity: USB. Bluetooth profiles: A2DP, AVRCP";"Salora BTS1400, other, Tabletop/bookshelf, Closed, Wireless, USB/Bluetooth, USB";;;"Salora BTS1400 loudspeaker";2012-11-02;;"518.57 EUR,370.58 USD";salora
15938556;loudspeakers;loudspeakers,audio_video_sales,salora;;;;;"Salora BTS1500FM. Recommended usage: other, Speaker placement: Floor. Connectivity technology: Wired/Wireless, Speaker interface type: 3.5 mm, Wireless technology: Bluetooth";"Salora BTS1500FM, other, Floor, Wired/Wireless, 3.5 mm, Bluetooth";;;"Salora BTS1500FM loudspeaker";2012-11-02;;"559.16 EUR,151.33 USD";salora
1595312;loudspeakers;loudspeakers,audio_video_sales,nec;;;;;"Stylishly designed to be in line with the display and only requiring a few clips for installation or removal.";"Speakers for MultiSync® LCD5220";"Dem edlen Design der Displays angepasst und mit wenigen Handgriffen montiert bzw. demontiert.";"Abnehmbare 2-Wege-Lautsprecher jeweils 7W";"NEC Speakers for MultiSync® LCD5220";2008-05-14;;"173.03 EUR,159.06 USD";nec
